,Unnamed: 0,AQSID,SiteName,Latitude,Longitude,CountyName,parameter name
972,972,390350034,District 6,41.55523,-81.575256,CUYAHOGA,['OZONE']
973,973,390350038,St Theodosius,41.477011,-81.682383,CUYAHOGA,"['PM2.5', 'SO2']"
974,974,390350060,GT Craig NCore PAMS,41.492191,-81.678552,CUYAHOGA,"['NO2', 'CO', 'PM10', 'SO2', 'OZONE']"
975,975,390350064,Berea BOE,41.36189,-81.864608,CUYAHOGA,['OZONE']
976,976,390350065,Harvard Yards,41.446682,-81.662419,CUYAHOGA,['SO2']
977,977,390355002,Mayfield,41.537041,-81.458889,CUYAHOGA,['OZONE']
978,978,390410002,Delaware,40.356694,-83.063971,DELAWARE,['OZONE']
979,979,390490038,Smoky Row Near Road,40.11109,-83.065376,FRANKLIN,"['NO2', 'CO', 'PM2.5']"
980,980,390490081,Maple Canyon,40.087807,-82.959585,FRANKLIN,['OZONE']
981,981,390530006,Guiding Hand,38.949976,-82.110097,GALLIA,['SO2']
982,982,390550004,Notre Dame,41.515051,-81.249906,GEAUGA,['OZONE']
983,983,390570006,Xenia,39.66575,-83.94285,GREENE,['OZONE']
984,984,390610006,Sycamore,39.2787,-84.36612,HAMILTON,"['OZONE', 'PM2.5']"
985,985,390610010,Colerain,39.21494,-84.69086,HAMILTON,"['OZONE', 'PM2.5', 'SO2']"
986,986,390610040,Taft NCore PAMS,39.12886,-84.50404,HAMILTON,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
987,987,390610042,Lower Price Hill,39.10492,-84.55117,HAMILTON,['PM2.5']
988,988,390610048,Cincinnati Near Road,39.146025,-84.538375,HAMILTON,"['NO2', 'CO', 'PM2.5']"
989,989,390630005,Sunny Farms West,0.410931,-83.423448,HANCOCK,['SO2']
990,990,390810017,Steubenville,40.366452,-80.615691,JEFFERSON,"['OZONE', 'PM2.5', 'SO2']"
991,991,390830003,Centerburg WWTP,40.27886,-82.67956,KNOX,['OZONE']
992,992,390850003,Eastlake,41.673006,-81.422455,LAKE,['OZONE']
993,993,390850007,Painesville,41.726811,-81.242156,LAKE,"['OZONE', 'PM2.5', 'SO2']"
994,994,390870011,Wilgus,38.62901,-82.45886,LAWRENCE,['OZONE']
995,995,390870012,ODOT Ironton,38.508114,-82.659301,LAWRENCE,"['OZONE', 'PM2.5', 'SO2']"
996,996,390890005,Heath,40.026037,-82.433,LICKING,['OZONE']
997,997,390890008,Reynoldsburg,39.954475,-82.758875,LICKING,['OZONE']
998,998,390930018,Sheffield,41.420882,-82.095729,LORAIN,['OZONE']
999,999,390950024,Erie,41.644067,-83.54625,LUCAS,"['OZONE', 'PM2.5']"
1000,1000,390950027,Waterville,41.494174,-83.718944,LUCAS,['OZONE']
1001,1001,390950035,Cooley,41.669001,-83.28717,LUCAS,['OZONE']
1002,1002,390970007,London,39.78819,-83.47606,MADISON,"['OZONE', 'PM2.5']"
1003,1003,390990015,Youngstown State,41.106182,-80.640576,MAHONING,"['OZONE', 'PM2.5', 'SO2']"
1004,1004,391030004,Chippewa,41.0604,-81.9239,MEDINA,"['OZONE', 'PM2.5']"
1005,1005,391090005,Miami East HS,40.08455,-84.11412,MIAMI,['OZONE']
1006,1006,391130038,Sinclair,39.758235,-84.197375,MONTGOMERY,['PM2.5']
1007,1007,391150004,Hackney,39.632301,-81.670097,MORGAN,['SO2']
1008,1008,391219991,Quaker City,39.9428,-81.3373,NOBLE,['OZONE']
1009,1009,391331001,Lake Rockwell,41.182466,-81.330486,PORTAGE,['OZONE']
1010,1010,391351001,Preble NCore,39.83562,-84.72049,PREBLE,"['OZONE', 'CO', 'PM2.5', 'SO2']"
1011,1011,391510016,Malone Univ,40.828052,-81.378333,STARK,['OZONE']
1012,1012,391510020,Canton,40.800717,-81.373,STARK,['PM2.5']
1013,1013,391510022,Brewster,40.712778,-81.598333,STARK,['OZONE']
1014,1014,391514005,Alliance,40.931398,-81.123519,STARK,['OZONE']
1015,1015,391530017,East HS,41.063526,-81.468956,SUMMIT,"['PM2.5', 'SO2']"
1016,1016,391530026,North HS,41.103028,-81.496253,SUMMIT,['OZONE']
1017,1017,391550011,TCSE,41.240537,-80.662759,TRUMBULL,['OZONE']
1018,1018,391550013,Kinsman Maintenance,41.45465,-80.58841,TRUMBULL,['OZONE']
1019,1019,391550014,Laird Eng Bldg,41.23172,-80.80116,TRUMBULL,['PM2.5']
1020,1020,391670004,Marietta WTP,39.432093,-81.460402,WASHINGTON,['OZONE']
1021,1021,391670011,Globe,39.58427,-81.67015,WASHINGTON,['SO2']
1022,1022,391730003,Bowling Green,41.377685,-83.611104,WOOD,['OZONE']
1023,1023,400170101,Yukon,35.4794,-97.7508,CANADIAN,['OZONE']
1024,1024,400190096,Choctaw,35.477798,-97.3022,CARTER,['OZONE']
1025,1025,400190297,Healdton,34.256901,-97.474197,CARTER,"['PM10', 'OZONE', 'PM2.5']"
1026,1026,400270049,Moore,35.32,-97.4883,CLEVELAND,"['PM10', 'OZONE', 'PM2.5']"
1027,1027,400310651,Lawton North,34.632999,-98.428802,COMANCHE,"['PM10', 'OZONE', 'PM2.5']"
1028,1028,400370144,Mannford,36.1053,-96.3608,CREEK,['OZONE']
1029,1029,400430860,Seiling,36.1589,-98.9353,DEWEY,"['PM10', 'OZONE', 'PM2.5']"
1030,1030,400470555,Kremlin,36.512293,-97.845627,GARFIELD,['SO2']
1031,1031,400670671,Waurika,34.2267,-98.036697,JEFFERSON,['OZONE']
1032,1032,400690324,Tishomingo,34.198875,-96.67308,JOHNSTON,['OZONE']
1033,1033,400710602,Ponca City,36.704201,-97.087502,KAY,"['PM10', 'PM2.5', 'SO2']"
1034,1034,400750711,Great Plains,34.745832,-98.967698,KIOWA,['OZONE']
1035,1035,400871074,Kessler,34.984686,-97.522753,MC CLAIN,['OZONE']
1036,1036,400979014,PRYOR,36.228298,-95.25,MAYES,['OZONE']
1037,1037,401050207,Union,36.918242,-95.632127,NOWATA,"['PM10', 'OZONE', 'PM2.5']"
1038,1038,401090097,Near Road OKC,35.502968,-97.577674,OKLAHOMA,"['PM10', 'NO2', 'CO', 'PM2.5']"
1039,1039,401091037,North OKC,35.612801,-97.472198,OKLAHOMA,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
1040,1040,401130226,Skiatook,36.35586,-96.01243,OSAGE,['OZONE']
1041,1041,401210415,McAlester,34.906082,-95.794128,PITTSBURG,"['PM10', 'OZONE', 'PM2.5']"
1042,1042,401239030,Mobile - Chickasaw,34.776389,-96.677778,PONTOTOC,"['PM10', 'OZONE', 'PM2.5']"
1043,1043,401359021,ROLAND,35.408138,-94.524414,SEQUOYAH,"['NO2', 'OZONE', 'PM2.5']"
1044,1044,401430174,Glenpool,35.9525,-96.0033,TULSA,"['PM10', 'OZONE', 'PM2.5']"
1045,1045,401430175,Tulsa 0175,36.149876,-96.011665,TULSA,['SO2']
1046,1046,401430178,Lynn Lane,36.1336,-95.7636,TULSA,['OZONE']
1047,1047,401431127,Tulsa,36.206699,-95.976402,TULSA,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
1048,1048,410030014,Corvallis EPA Office,44.565803,-123.292706,BENTON,['PM2.5']
1049,1049,410150002,Brookings CPFA,42.054597,-124.276768,CURRY,['PM2.5']
1050,1050,410170120,Bend - Pump Station,44.063916,-121.312554,DESCHUTES,['PM2.5']
1051,1051,410171001,Redmond High School,44.275,-121.1905,DESCHUTES,['PM2.5']
1052,1052,410190004,Roseburg Fire Dept,43.152911,-123.382212,DOUGLAS,['PM2.5']
1053,1053,410230002,John Day Dayton St,44.417999,-118.951302,GRANT,['PM2.5']
1054,1054,410290201,Talent - Rapp Lane,42.229891,-122.7877,JACKSON,"['OZONE', 'PM2.5']"
1055,1055,410290203,Ashland Fire Dept,42.1941,-122.7086,JACKSON,['PM2.5']
1056,1056,410291002,Medford MTV,42.341987,-122.9102,JACKSON,
1057,1057,410352040,Chiloquin,42.541077,-121.921636,KLAMATH,['PM2.5']
1058,1058,410390059,Eugene - Highway 99,44.067223,-123.14135,LANE,['PM2.5']
1059,1059,410390060,Eugene - Amazon Park,44.0263,-123.08377,LANE,"['OZONE', 'PM2.5']"
1060,1060,410390101,Eugene - Wilkes Dr.,44.1158,-123.12107,LANE,['PM2.5']
1061,1061,410430104,Mill City,44.752092,-122.479672,LINN,['PM2.5']
1062,1062,410432003,Lyons,44.778743,-122.617048,LINN,['PM2.5']
1063,1063,410470004,Turner - CJHS,44.81029,-122.915085,MARION,"['OZONE', 'PM2.5']"
1064,1064,410470007,Silverton,45.014998,-122.790382,MARION,['PM2.5']
1065,1065,410470123,Detroit Lake,44.728314,-122.182756,MARION,['PM2.5']
1066,1066,410610120,Cove - City Hall,45.300884,-117.812896,UNION,['PM2.5']
1067,1067,410670005,Portland Near Road,45.39916,-122.7455,WASHINGTON,"['CO', 'NO2', 'OZONE', 'PM2.5']"
1068,1068,420010001,Arendtsville,39.9233,-77.3081,ADAMS,"['OZONE', 'PM2.5']"
1069,1069,420030002,Avalon,40.499789,-80.071347,ALLEGHENY,['PM2.5']
1070,1070,420030008,Lawrenceville,40.4656,-79.9611,ALLEGHENY,"['OZONE', 'PM2.5']"
1071,1071,420030064,Liberty (SAHS),40.323898,-79.868301,ALLEGHENY,['PM2.5']
1072,1072,420030067,South Fayette,40.381901,-80.1856,ALLEGHENY,['OZONE']
1073,1073,420031008,Harrison Township,40.613864,-79.729569,ALLEGHENY,['OZONE']
1074,1074,420031301,North Braddock,40.402267,-79.860942,ALLEGHENY,['PM2.5']
1075,1075,420033007,Clairton,40.294381,-79.885303,ALLEGHENY,['PM2.5']
1076,1076,420050001,Kittanning,40.8142,-79.565,ARMSTRONG,"['OZONE', 'PM2.5']"
1077,1077,420070005,Brighton Township,40.6847,-80.3597,BEAVER,['OZONE']
1078,1078,420070008,Fort McIntosh,40.691857,-80.299211,BEAVER,"['OZONE', 'PM2.5']"
1079,1079,420070014,Beaver Falls,40.747799,-80.316704,BEAVER,"['OZONE', 'PM2.5']"
1080,1080,420110006,Kutztown,40.51408,-75.789703,BERKS,['OZONE']
1081,1081,420110011,Reading Airport,40.3833,-75.9686,BERKS,"['OZONE', 'PM2.5']"
1082,1082,420130801,Altoona,40.515,-78.3889,BLAIR,"['OZONE', 'PM2.5']"
1083,1083,420150011,Towanda,41.705226,-76.512726,BRADFORD,"['OZONE', 'PM2.5']"
1084,1084,420210011,Johnstown,40.3097,-78.9158,CAMBRIA,"['OZONE', 'PM2.5']"
1085,1085,420270100,State College,40.8114,-77.8769,CENTRE,"['OZONE', 'PM2.5']"
1086,1086,420279991,Penn State,40.7208,-77.9319,CENTRE,['OZONE']
1087,1087,420290100,New Garden,39.8344,-75.7678,CHESTER,"['OZONE', 'PM2.5']"
1088,1088,420410101,Carlisle,40.2464,-77.1867,CUMBERLAND,['PM2.5']
1089,1089,420430401,Harrisburg,40.246992,-76.846988,DAUPHIN,"['OZONE', 'PM2.5']"
1090,1090,420431100,Hershey,40.2722,-76.6814,DAUPHIN,['OZONE']
1091,1091,420450109,Marcus Hook,39.818715,-75.413973,DELAWARE,['PM2.5']
1092,1092,420479991,Kane Exp. Forest,41.598,-78.7674,ELK,['OZONE']
1093,1093,420510524,Uniontown,39.917663,-79.805499,FAYETTE,"['OZONE', 'PM2.5']"
1094,1094,420550001,Methodist Hill,39.9611,-77.4756,FRANKLIN,['OZONE']
1095,1095,420590002,Holbrook,39.82,-80.2897,GREENE,"['OZONE', 'PM2.5']"
1096,1096,420630004,Strongstown,40.5633,-78.92,INDIANA,"['OZONE', 'PM2.5']"
1097,1097,420690101,Peckville,41.4789,-75.5781,LACKAWANNA,['OZONE']
1098,1098,420692006,Scranton,41.4428,-75.6231,LACKAWANNA,"['OZONE', 'PM2.5']"
1099,1099,420710012,Lancaster DW,40.0439,-76.1125,LANCASTER,"['OZONE', 'PM2.5']"
1100,1100,420730015,New Castle,40.9958,-80.3467,LAWRENCE,['OZONE']
1101,1101,420770004,Allentown,40.6119,-75.4325,LEHIGH,"['OZONE', 'PM2.5']"
1102,1102,420810100,Montoursville,41.2508,-76.9239,LYCOMING,['OZONE']
1103,1103,420850100,Farrell,41.215,-80.485,MERCER,"['OZONE', 'PM2.5']"
1104,1104,420859991,M.K. Goddard,41.4271,-80.1451,MERCER,['OZONE']
1105,1105,420890002,Swiftwater,41.083099,-75.3283,MONROE,['OZONE']
1106,1106,420910013,Norristown,40.1122,-75.3092,MONTGOMERY,"['OZONE', 'PM2.5']"
1107,1107,420950025,Freemansburg,40.6281,-75.3411,NORTHAMPTON,"['OZONE', 'PM2.5']"
1108,1108,421010004,LABP,40.00892,-75.09777,PHILADELPHIA,['OZONE']
1109,1109,421010024,NEA,40.0767,-75.0108,PHILADELPHIA,['OZONE']
1110,1110,421010048,NEW,39.991389,-75.080833,PHILADELPHIA,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
1111,1111,421010055,RIT,39.922516,-75.186783,PHILADELPHIA,"['PM2.5', 'SO2']"
1112,1112,421010057,FAB,39.9603,-75.1424,PHILADELPHIA,['PM2.5']
1113,1113,421010075,TOR,40.054171,-74.985166,PHILADELPHIA,"['NO2', 'CO', 'PM2.5']"
1114,1114,421010076,MON,39.988842,-75.207205,PHILADELPHIA,"['NO2', 'CO']"
1115,1115,421119991,Laurel Hill,39.9878,-79.2514,SOMERSET,['OZONE']
1116,1116,421174000,Tioga County,41.6447,-76.9392,TIOGA,"['OZONE', 'PM2.5']"
1117,1117,421250005,Charleroi,40.1469,-79.9033,WASHINGTON,"['OZONE', 'PM2.5']"
1118,1118,421255001,Florence,40.4447,-80.42,WASHINGTON,"['OZONE', 'PM2.5']"
1119,1119,421255200,Houston,40.269,-80.244,WASHINGTON,"['OZONE', 'PM2.5']"
1120,1120,421290008,Greensburg,40.3053,-79.5061,WESTMORELAND,"['OZONE', 'PM2.5']"
1121,1121,421330008,York,39.9653,-76.6994,YORK,"['OZONE', 'PM2.5']"
1122,1122,421330011,York DW,39.8608,-76.4619,YORK,['OZONE']
1123,1123,440030002,W Greenwich,41.615,-71.7197,KENT,"['OZONE', 'PM2.5']"
1124,1124,440070022,CCRI Providence,41.807523,-71.41392,PROVIDENCE,['PM2.5']
1125,1125,440071010,E Providence,41.840302,-71.361702,PROVIDENCE,"['NO2', 'CO', 'PM2.5', 'SO2', 'OZONE']"
1126,1126,440090007,Narragansett,41.4942,-71.4219,WASHINGTON,"['OZONE', 'PM2.5']"
1127,1127,450030003,Jackson,33.342201,-81.788597,AIKEN,"['OZONE', 'PM2.5']"
1128,1128,450070006,Garrison Arena,34.635958,-82.810667,ANDERSON,['OZONE']
1129,1129,450151002,Moncks Corner,33.183016,-80.030712,BERKELEY,['OZONE']
1130,1130,450190003,Jenkins Avenue,32.88229,-79.977539,CHARLESTON,"['PM10', 'NO2', 'SO2']"
1131,1131,450190046,Cape Romain,32.941002,-79.656998,CHARLESTON,"['NO2', 'OZONE', 'PM2.5']"
1132,1132,450250001,Chesterfield,34.615299,-80.198898,CHESTERFIELD,"['OZONE', 'PM2.5']"
1133,1133,450310003,Pee Dee,34.285599,-79.744698,DARLINGTON,['OZONE']
1134,1134,450450015,Greenville-ESC,34.843899,-82.414597,GREENVILLE,"['PM10', 'NO2', 'PM2.5', 'SO2']"
1135,1135,450450016,Hillcrest,34.751801,-82.256699,GREENVILLE,['OZONE']
1136,1136,450510008,Coastal Carolina,33.8005,-78.9941,HORRY,"['OZONE', 'PM2.5']"
1137,1137,450630010,Cayce City Hall,33.969145,-81.06629,LEXINGTON,['PM10']
1138,1138,450790007,Parklane,34.093899,-80.962196,RICHLAND,"['OZONE', 'CO', 'PM2.5', 'SO2']"
1139,1139,450790021,Congaree Bluff,33.814701,-80.781097,RICHLAND,['OZONE']
1140,1140,450790022,Irmo DJJ,34.075687,-81.124988,RICHLAND,['PM2.5']
1141,1141,450791001,Sandhill,34.1311,-80.868301,RICHLAND,"['NO2', 'OZONE']"
1142,1142,450830009,North Spartanburg FS,34.988602,-82.0756,SPARTANBURG,['OZONE']
1143,1143,450830011,TK Gregg,34.955601,-81.924797,SPARTANBURG,['PM2.5']
1144,1144,450910008,York Landfill,34.977,-81.207,YORK,"['OZONE', 'SO2']"
1145,1145,460110003,Research Farm,44.348604,-96.807299,BROOKINGS,"['PM10', 'OZONE', 'PM2.5']"
1146,1146,460130004,Aberdeen,45.468596,-98.494061,BROWN,"['PM10', 'PM2.5']"
1147,1147,460270001,Vermillion,42.789453,-96.903867,CLAY,"['OZONE', 'PM2.5']"
1148,1148,460290002,Watertown,44.89965,-97.128802,CODINGTON,"['PM10', 'OZONE', 'PM2.5']"
1149,1149,460330132,WIND CAVE,43.557613,-103.483658,CUSTER,"['PM10', 'OZONE', 'PM2.5']"
1150,1150,460650003,Pierre,44.373786,-100.287269,HUGHES,['PM2.5']
1151,1151,460710001,Badlands,43.746944,-101.941109,JACKSON,"['PM10', 'OZONE', 'PM2.5']"
1152,1152,460990009,SF-USD,43.59901,-96.78331,MINNEHAHA,"['PM10', 'OZONE', 'PM2.5']"
1153,1153,461030020,Credit Union,44.087397,-103.273777,PENNINGTON,"['PM10', 'PM2.5']"
1154,1154,470010101,Freels,35.965,-84.223099,ANDERSON,['OZONE']
1155,1155,470090101,Look Rock - GSMNP,35.63346,-83.94158,BLOUNT,"['OZONE', 'CO', 'PM2.5']"
1156,1156,470090102,Cades Cove - GSMNP,35.6031,-83.7836,BLOUNT,['OZONE']
1157,1157,470259991,Speedwell,36.47,-83.83,CLAIBORNE,['OZONE']
1158,1158,470370011,EAST HEALTH CENTER,36.2047,-86.7444,DAVIDSON,['OZONE']
1159,1159,470370023,LOCKELAND,36.1767,-86.7386,DAVIDSON,['PM2.5']
1160,1160,470370026,PERCY PRIEST DAM,36.1506,-86.6211,DAVIDSON,['OZONE']
1161,1161,470419991,Edgar Evins,36.0388,-85.7331,DE KALB,['OZONE']
1162,1162,470450004,DYERSBURG,36.0528,-89.3819,DYER,['PM2.5']
1163,1163,470651011,Soddy Daisy,35.14,-85.1697,HAMILTON,['OZONE']
1164,1164,470654002,Riverside,35.0508,-85.2931,HAMILTON,['PM2.5']
1165,1165,470654003,Eastside,35.1028,-85.1622,HAMILTON,['OZONE']
1166,1166,470890002,NMARKET,36.1144,-83.6014,JEFFERSON,['OZONE']
1167,1167,470930021,EASTKNOX,36.085,-83.7644,KNOX,['OZONE']
1168,1168,470931013,AIR LAB,35.9803,-83.9306,KNOX,['PM2.5']
1169,1169,470931017,Rule,35.97773,-83.9504,KNOX,['PM2.5']
1170,1170,470931020,SPRINGHILL,36.0183,-83.8761,KNOX,"['OZONE', 'PM2.5']"
1171,1171,470990003,Loretto,35.116866,-87.419726,LAWRENCE,['PM2.5']
1172,1172,471050109,LOUDONMS,35.7197,-84.3417,LOUDON,"['OZONE', 'PM2.5']"
1173,1173,471071002,ATHENS,35.4511,-84.5992,MC MINN,['PM2.5']
1174,1174,471250009,Clarksville,36.51282,-87.331,MONTGOMERY,['PM2.5']
1175,1175,471410005,Cookeville,36.1857,-85.4921,PUTNAM,['PM2.5']
1176,1176,471450004,Harriman,35.9386,-84.5439,ROANE,['PM2.5']
1177,1177,471570021,FRAYSER,35.2175,-90.0194,SHELBY,['OZONE']
1178,1178,471570075,SHELBY FARMS,35.151588,-89.85022,SHELBY,"['OZONE', 'PM2.5']"
1179,1179,471571004,ORGILL,35.3772,-89.8319,SHELBY,['OZONE']
1180,1180,471631007,Kingsport,36.5408,-82.5217,SULLIVAN,['PM2.5']
1181,1181,471632002,BVILLE,36.5408,-82.4258,SULLIVAN,['OZONE']
1182,1182,471632003,KSPORT,36.5819,-82.4858,SULLIVAN,['OZONE']
1183,1183,471636002,Skyland Drive,36.52102,-82.516306,SULLIVAN,['SO2']
1184,1184,471636003,Andrew Johnson Elem.,36.526416,-82.528679,SULLIVAN,['SO2']
1185,1185,471636004,Happy Hill,36.513052,-82.550459,SULLIVAN,['SO2']
1186,1186,471650007,HVILLE,36.2975,-86.6525,SUMNER,"['OZONE', 'PM2.5']"
1187,1187,471870106,FVIEW,35.9514,-87.1375,WILLIAMSON,['OZONE']
1188,1188,471890103,CEDARS,36.0603,-86.2861,WILSON,['OZONE']
1189,1189,480131090,Von Ormy Highway 16,29.162942,-98.589126,ATASCOSA,['PM2.5']
1190,1190,480211612,Bastrop C1612,30.108222,-97.293741,BASTROP,['OZONE']
1191,1191,480211613,Elgin C1613,30.347808,-97.378508,BASTROP,['OZONE']
1192,1192,480271045,Temple Georgia C1045,31.122527,-97.431158,BELL,"['OZONE', 'PM2.5']"
1193,1193,480271047,Killeen C1047,31.088002,-97.679734,BELL,['OZONE']
1194,1194,480290052,Camp Bullis C58,29.6322,-98.565002,BEXAR,['OZONE']
1195,1195,480290059,Calaveras Lake C59,29.275299,-98.311699,BEXAR,"['OZONE', 'PM2.5']"
1196,1196,480290502,Fair Oaks Ranch C502,29.73,-98.6256,BEXAR,
1197,1197,480371031,Texarkana New Boston,33.435489,-94.075671,BOWIE,['PM2.5']
1198,1198,480391003,Clute C11,29.0111,-95.3975,BRAZORIA,
